Base Image,Generated Image,Similarity Raw,Similarity (%)
MOP02N-20180311-L2V19.9.2.he5.py.png,MOP02N-20180311-L2V19.9.2.png,0.9258,92.58
ATL11_051911_0321_006_06.h5.py.png,ATL11_051911_0321_006_06.png,0.9339,93.39
ATL17_20201201000814_10360901_005_01.h5.py.png,ATL17_20201201000814_10360901_005_01.png,0.95,95.0
ATL09_20181117090604_07600101_006_02.h5.py.png,ATL09_20181117090604_07600101_006_02.png,0.9706,97.06
TES-Aura_L3-CH4_r0000033028_C01_F01_12.he5.py.png,TES-Aura_L3-CH4_r0000033028_C01_F01_12.png,0.9807,98.07
TES-Aura_L2-O3-Nadir_r0000002433_F08_12.he5.py.png,TES-Aura_L2-O3-Nadir_r0000002433_F08_12.png,0.97,97.0
1C.F19.SSMIS.XCAL2021-V.20160105-S214106-E232259.009078.V07A.HDF5.py.png,1C.F19.SSMIS.XCAL2021-V.20160105-S214106-E232259.009078.V07A.png,0.9828,98.28
SMAP_L1C_TB_50719_D_20240730T124417_R19240_001.h5.py.png,SMAP_L1C_TB_50719_D_20240730T124417_R19240_001.png,0.9738,97.38
SMAP_L3_SM_P_20200916_R19240_001.h5.py.png,SMAP_L3_SM_P_20200916_R19240_001.png,0.9088,90.88
OMI-Aura_L2-OMNO2_2008m0720t2016-o21357_v003-2016m0820t102252.he5.py.png,OMI-Aura_L2-OMNO2_2008m0720t2016-o21357_v003-2016m0820t102252.png,0.9377,93.77
GLAH10_633_2131_001_1317_0_01_0001.H5.py.png,GLAH10_633_2131_001_1317_0_01_0001.png,0.9055,90.55
2A.GPM.DPR.V9-20211125.20170704-S001905-E015140.019017.V07A.HDF5.py.png,2A.GPM.DPR.V9-20211125.20170704-S001905-E015140.019017.V07A.png,0.9599,95.99
oco2_L2StdND_03949a_150330_B8100r_170916014809.h5.py.png,oco2_L2StdND_03949a_150330_B8100r_170916014809_visualization.png,0.9276,92.76
ATL22_20210712003905_02811201_003_01.h5.py.png,ATL22_20210712003905_02811201_003_01.png,0.9003,90.03
SMAP_L1B_TB_50719_D_20240730T124417_R19240_001.h5.py.png,SMAP_L1B_TB_50719_D_20240730T124417_R19240_001.png,0.9406,94.06
GSSTF_3_2008_12_31.he5.py.png,GSSTF_3_2008_12_31.png,0.9277,92.77
ATL13_20190330212241_00250301_006_01.h5.py.png,ATL13_20190330212241_00250301_006_01.png,0.8686,86.86
MOP03TM-201802-L3V95.9.1.he5.py.png,MOP03TM-201802-L3V95.9.1.png,0.8002,80.02
ATL19_20181001010615_00370101_003_02.h5.py.png,ATL19_20181001010615_00370101_003_02.png,0.894,89.4
SMAP_L2_SM_P_30058_D_20200916T194350_R19240_001.h5.py.png,SMAP_L2_SM_P_30058_D_20200916T194350_R19240_001.png,0.9419,94.19
ATL07-01_20210223204748_09451001_006_01.h5.py.png,ATL07-01_20210223204748_09451001_006_01.png,0.8052,80.52
acos_L2s_110101_02_Production_v201201_L2Sub7309_r01_PolB_161206183303.h5.py.png,acos_L2s_110101_02_Production_v201201_L2Sub7309_r01_PolB_161206183303.png,0.7859,78.59
SMAP_L4_SM_gph_20200915T193000_Vv7032_001.h5.py.png,SMAP_L4_SM_gph_20200915T193000_Vv7032_001.png,0.9164,91.64
