Base Image,Generated Image,Similarity Raw,Similarity (%)
ATL17_20201201000814_10360901_005_01.h5.py.png,ATL17_20201201000814_10360901_005_01.png,0.95,95.0
ATL09_20181117090604_07600101_006_02.h5.py.png,ATL09_20181117090604_07600101_006_02.png,0.903,90.3
TES-Aura_L3-CH4_r0000033028_C01_F01_12.he5.py.png,TES-Aura_L3-CH4_r0000033028_C01_F01_12.png,0.9807,98.07
1C.F19.SSMIS.XCAL2021-V.20160105-S214106-E232259.009078.V07A.HDF5.py.png,1C.F19.SSMIS.XCAL2021-V.20160105-S214106-E232259.009078.V07A.png,0.9757,97.57
SMAP_L1C_TB_50719_D_20240730T124417_R19240_001.h5.py.png,SMAP_L1C_TB_50719_D_20240730T124417_R19240_001.png,0.9731,97.31
SMAP_L3_SM_P_20200916_R19240_001.h5.py.png,SMAP_L3_SM_P_20200916_R19240_001.png,0.8626,86.26
OMI-Aura_L2-OMNO2_2008m0720t2016-o21357_v003-2016m0820t102252.he5.py.png,OMI-Aura_L2-OMNO2_2008m0720t2016-o21357_v003-2016m0820t102252.png,0.8977,89.77
GLAH10_633_2131_001_1317_0_01_0001.H5.py.png,GLAH10_633_2131_001_1317_0_01_0001.png,0.9156,91.56
2A.GPM.DPR.V9-20211125.20170704-S001905-E015140.019017.V07A.HDF5.py.png,2A.GPM.DPR.V9-20211125.20170704-S001905-E015140.019017.V07A.png,0.8169,81.69
oco2_L2StdND_03949a_150330_B8100r_170916014809.h5.py.png,oco2_L2StdND_03949a_150330_B8100r_170916014809_visualization.png,0.9276,92.76
ATL22_20210712003905_02811201_003_01.h5.py.png,ATL22_20210712003905_02811201_003_01.png,0.8914,89.14
1A.GPM.GMI.COUNT2021.20160105-S230545-E003816.010538.V07A.HDF5.py.png,1A.GPM.GMI.COUNT2021.20160105-S230545-E003816.010538.V07A.png,0.9713,97.13
SMAP_L1B_TB_50719_D_20240730T124417_R19240_001.h5.py.png,SMAP_L1B_TB_50719_D_20240730T124417_R19240_001.png,0.9406,94.06
GSSTF_3_2008_12_31.he5.py.png,GSSTF_3_2008_12_31.png,0.9277,92.77
ATL13_20190330212241_00250301_006_01.h5.py.png,ATL13_20190330212241_00250301_006_01.png,0.9031,90.31
MOP03TM-201802-L3V95.9.1.he5.py.png,MOP03TM-201802-L3V95.9.1.png,0.8002,80.02
ATL19_20181001010615_00370101_003_02.h5.py.png,ATL19_20181001010615_00370101_003_02.png,0.9463,94.63
SMAP_L2_SM_P_30058_D_20200916T194350_R19240_001.h5.py.png,SMAP_L2_SM_P_30058_D_20200916T194350_R19240_001.png,0.9528,95.28
ATL07-01_20210223204748_09451001_006_01.h5.py.png,ATL07-01_20210223204748_09451001_006_01.png,0.8035,80.35
acos_L2s_110101_02_Production_v201201_L2Sub7309_r01_PolB_161206183303.h5.py.png,acos_L2s_110101_02_Production_v201201_L2Sub7309_r01_PolB_161206183303.png,0.8358,83.58
